time_s,x_m,y_m,z_m
20.67778066699975,62.24704313977615,-40.04834598497019,20.0
20.717562898003962,62.290966410963875,-39.93667349150429,20.0
20.75771702300699,62.33495741011584,-39.82502766054604,20.0
20.797566584005835,62.3790139854533,-39.71340769023349,20.0
20.83746337800403,62.423134054007654,-39.60181280155828,20.0
20.87902134199976,62.4673155993938,-39.490242237796686,20.0
20.917563024995616,62.511556669657125,-39.37869526394957,20.0
20.9576026690047,62.55585537519126,-39.26717116619123,20.0
20.99819443799788,62.600209886724784,-39.15566925132647,20.0
21.037724244000856,62.644618433373964,-39.0441888462578,20.0
21.077911875996506,62.68907930075965,-38.932729297461485,20.0
21.117564522006433,62.73359082918592,-38.821289970473906,20.0
21.157426599005703,62.77815141187858,-38.70987024938676,20.0
21.1973899279983,62.82275949328149,-38.598469536352866,20.0
21.237727547995746,62.8674135674084,-38.48708725110184,20.0
21.277596532003372,62.91211217624898,-38.37572283046505,20.0
21.317509444008465,62.95685390822696,-38.26437572791145,20.0
21.3574679250014,63.0016373967084,-38.15304541309271,20.0
21.39815386700502,63.04646131855869,-38.041731371398996,20.0
21.437653297005454,63.091324392746856,-37.930433103523704,20.0
21.47743318299763,63.13622537899498,-37.819150125038966,20.0
21.51759910999681,63.18116307647171,-37.70788196598036,20.0
21.557468861996313,63.22613632252819,-37.59662817044197,20.0
21.59787481901003,63.27114399147528,-37.48538829618008,20.0
21.637705817003734,63.316184993400086,-37.374161914227244,20.0
21.67795871500857,63.36125827302115,-37.262948608515636,20.0
21.718558419001056,63.40636280858074,-37.15174797550903,20.0
21.757353057997534,63.45149761077287,-37.040559623844665,20.0
21.79818501500995,63.496661721706104,-36.92938317398375,20.0
21.83753527799854,63.54185421389978,-36.81821825787106,20.0
21.877750169005594,63.587074189313,-36.707064518602884,20.0
21.91751167800976,63.63232077840455,-36.595921610103765,20.0
21.957931636003195,63.67759313922329,-36.48478919681208,20.0
21.997728098009247,63.72289045652821,-36.37366695337292,20.0
22.037826116997167,63.76821194093637,-36.26255456433993,20.0
22.077383776995703,63.81355682809856,-36.15145172388468,20.0
22.117445682000834,63.85892437790142,-36.04035813551429,20.0
22.157497061998583,63.904313873695195,-35.929273511795756,20.0
22.19773092700052,63.94972462154651,-35.818197574088764,20.0
22.237461584008997,63.9951559495148,-35.70713005228542,20.0
22.277618168998742,64.0406072069524,-35.596070684556736,20.0
22.31739053800993,64.08607776382674,-35.48501921710676,20.0
22.357755912002176,64.13156701006459,-35.37397540393312,20.0
22.39748839000822,64.17707435491698,-35.26293900659459,20.0
22.437810393006657,64.22259922634484,-35.15190979398456,20.0
22.47737440900528,64.26814107042424,-35.04088754211155,20.0
22.518058173998725,64.31369935077035,-34.92987203388543,20.0
22.557827329001157,64.35927354798034,-34.81886305891039,20.0
22.597712151997257,64.40486315909367,-34.70786041328268,20.0
22.63777921399742,64.45046769706998,-34.596863899395196,20.0
22.6775593390048,64.49608669028338,-34.48587332574735,20.0
22.719032798006083,64.5417196820332,-34.37488850676001,20.0
22.757609760999912,64.58736623007006,-34.26390926259631,20.0
22.797689024999272,64.63302590613728,-34.15293541898734,20.0
22.837813247999293,64.67869829552683,-34.041966807063325,20.0
22.877542668007663,64.7243829966496,-33.93100326318894,20.0
22.917927372007398,64.77007962061913,-33.82004462880424,20.0
22.95761005699751,64.81578779084877,-33.70909075026998,20.0
22.9974688860093,64.86150714266178,-33.59814147871712,20.0
23.037983158006682,64.90723732291359,-33.48719666990133,20.0
23.077309957006946,64.95297798962628,-33.37625618406135,20.0
23.117448039003648,64.99872881163473,-33.26531988578207,20.0
23.157411050997325,65.0444894682439,-33.15438764386092,20.0
23.197595101009938,65.090259648897,-33.04345933117876,20.0
23.23787592300505,65.13603905285443,-32.932534824574766,20.0
23.277525184996193,65.18182738888288,-32.821614004724374,20.0
